id,name,name_cn
301523,冬に咲く花のように生きたあなた,生若冬花的你
301873,スケベエルフさん、現代へようこそ！ 〜巨乳で一途なエルフたちと人間世界へ転移したら幸せだった〜,
301933,元魔人王は嫁がかわいいので再び無敵の魔拳を放つ事にした,
301949,猫と金髪としあわせの湯,猫与金发与幸福的澡堂
302111,生徒会長・愛ヶ淵愛理はマゾられたい Mな幼なじみと特別補習,
302138,魔眼のご主人様。,
302538,ぼくは彼女のふりをする,
303014,婚約破棄をされた悪役令嬢は、すべてを見捨てることにした,
303235,世界最強の神獣使い,
303237,転生令嬢の物理無双,
303243,ジュエルブックス 悪役寵姫なので皇帝含む後宮掌握してみました!,
305189,魔法少女オーバーエイジ,
305328,悪役腐令嬢様とお呼び!,
305711,水曜日が消えた,星期三消失了
306694,鬼恋綺譚 流浪の鬼と宿命の姫,
306995,吸血鬼は僕のために姉になる,
307014,人間の顔は食べづらい,人脸不宜食用
307331,おやすみ人面瘡,晚安人面疮
307746,かの侯爵令嬢に転生したので今度は絶対に生き残ります!,
308468,英雄の忘れ形見,
308778,スパイ教室,间谍教室
309373,星降る夜になったら,
309482,お狐様の異類婚姻譚,
310498,학사재생,学士再生
310711,荒野のコトブキ飛行隊 荒野千一夜,
311458,웨딩 임파서블,
311762,#チャンネル登録してください,
311860,藤倉君のニセ彼女,
311917,さいとう市立さいとう高校野球部 甲子園でエースしちゃいました,
311920,晩夏のプレイボール,
312597,ほっといて下さい 従魔とチートライフ楽しみたい!,
312957,공작부인의 50가지 티 레시피,公爵夫人的50种茶秘方
457820,後宮の黒猫金庫番,
458113,サモンナイト クラフトソード物語 私たちの海上都市,
458468,殺人動機,杀人动机
458515,今夜、死にたいきみは、明日を歌う,
459973,密室の如き籠るもの,密室·自闭之物
460210,氷結令嬢さまをフォローしたら、メチャメチャ溺愛されてしまった件,
460551,"거기, 내가 가면 안 돼요?",
460616,神々の歩法,
460824,オタク知識ゼロの俺が、なぜか男嫌いなギャルとオタ活を楽しむことになったんだが,
461159,私が殺した少女,我杀了那个少女
461324,陰獣,阴兽
461326,11枚のとらんぷ,十一张牌
461449,僕の、なれない君,
461574,ウルトラマンデュアル2,
461906,毒猿―新宿鮫II,毒猿―新宿鲛II
462264,最強無名の剣聖王 (1) ~没落した子孫に転生した四百年前の英雄、未来でも無双して王座を奪還する~,
463114,超難関ダンジョンで10万年修行した結果、世界最強に~最弱無能の下剋上~,
463363,从前有座镇妖关,从前有座镇妖关
463584,弁護側の証人,辩护测证人
464005,人间最得意,人间最得意
464015,黄泉平良坂骨組堂,
464016,僕らの口福ごはん,
464018,紅霞後宮物語 中幕 愛しき黄昏,
464023,トーアの魔法使い 魔法学校と呪いの少女,
464093,末端将軍の希なる花嫁 没落した姫君との幸せな政略結婚,
464287,戦国ランス(ノベルス),战国兰斯 小说版
465674,映画みたいな、この恋を,
465842,全道门都欠我一个人情,
466063,天敌饲养指南,
466176,機動戦士ガンダム0083,机动战士高达0083
466449,家を追い出されましたが、元気に暮らしています ~チートな魔法と前世知識で快適便利なセカンドライフ!~,
466563,異世界に転生したけどトラブル体質なので心配です,
466935,危険な童话,危险的童话
467173,インテリヤクザは不器用な策略家,
467800,渡厄,
468139,アラフォー冒険者、伝説となる (2) ~SSランクの娘に強化されたらSSSランクになりました~,
468180,偽りの華は宮廷に咲く,
468402,どうも、勇者の父です。,
468618,鈍色幻視行,钝色幻视行
468620,焔と雪　京都探偵物語,
468623,魔女の原罪,魔女的原罪
468932,百合営業は本気です,百合营业是认真的
470143,我的金主破产了,
470383,女大好き、クズ王子 ～転生魔王のハーレム英雄譚～ (1),最喜欢女人的渣王子 ～转生魔王的后宫英雄谭～ (1)
471156,おっちゃん冒険者の千夜一夜,
471306,ワイヤレスハートチャイルド,
471335,히로인을 강탈한 악당이 되었다,
471487,婚約破棄した傷物令嬢は、治癒術師に弟子入りします！,
471655,追放王子の暗躍無双 ~魔境に棄てられた王子は英雄王たちの力を受け継ぎ最強となる~,
472515,学校の怪談 5分間の恐怖,
472533,艾莉丝的第二次机会,艾莉丝的第二次机会
472564,SFアンソロジー 新月/朧木果樹園の軌跡,
473083,お助けキャラに転生したので、ゲーム知識で無双する ~運命をねじ伏せて、最強を目指そうと思います~,
473104,この宮廷付与術師、規格外につき ~人類唯一のスキル「言霊使い」で、俺は世界に命令する~,
473110,氷結系こそ最強です! 小さくて可愛い師匠と結婚するために最強の魔術師を目指します,
473933,「雑魚スキル」と追放された紙使い、真の力が覚醒し世界最強に ~世界で僕だけユニークスキルを2つ持ってたので真の仲間と成り上がる~,
473974,後宮の薬師 平安なぞとき診療日記,
